image_id,accuracy,f1,jaccard,recall,precision
ISIC_0002438,0.9897003173828125,0.9256034387743856,0.8615100533442758,0.8726101413133832,0.9854494250176015
ISIC_0010015,0.9862518310546875,0.9758062350635053,0.9527554926327932,0.9754133562379214,0.9761994305055607
ISIC_0014423,0.905487060546875,0.15567066521264994,0.08440502586844051,0.08440502586844051,1.0
ISIC_0013643,0.9970703125,0.9689922480620153,0.9398496240601504,0.97911227154047,0.959079283887468
ISIC_0010235,0.572357177734375,0.6619708117235557,0.49473570346866663,0.49473570346866663,1.0
ISIC_0000193,0.9247894287109375,0.8598561314719513,0.7541645885286783,0.7541645885286783,1.0
ISIC_0000165,0.994140625,0.9737669080475474,0.948874983357742,0.9686055993476488,0.9789835164835164
ISIC_0000063,0.902801513671875,0.8727120134281833,0.7741695323855781,0.7741695323855781,1.0
ISIC_0014132,0.8617401123046875,0.6530877904973391,0.4848777714610574,0.6417607223476298,0.6648218879102035
ISIC_0014093,0.9964141845703125,0.9472265888165281,0.8997440273037542,0.9985795454545454,0.9008970525416489
ISIC_0009942,0.9603424072265625,0.9055904682334992,0.82746946362188,0.9776470588235294,0.843426483523919
ISIC_0014775,0.632781982421875,0.5996872816793639,0.4282523995058443,0.4282523995058443,1.0
ISIC_0014628,0.9861297607421875,0.8950225199214691,0.8099916387959866,0.948824681684623,0.8469945355191257
ISIC_0012379,0.8275604248046875,0.8242867138303661,0.7010950063478629,0.8477899315550438,0.8020514992889346
ISIC_0013319,0.9910125732421875,0.9275076923076923,0.8648152398439293,0.87121387283237,0.991578947368421
ISIC_0013075,0.9793853759765625,0.788011925309901,0.650181253236665,0.6678191489361702,0.9609644087256027
ISIC_0013124,0.9644775390625,0.266078184110971,0.15345454545454545,0.1808829832833262,0.5029797377830751
ISIC_0010361,0.736419677734375,0.6488025047777823,0.4801685224195005,0.48153066151617574,0.9941433021806854
ISIC_0014221,0.89544677734375,0.77063667403093,0.6268583564776997,0.632437778144058,0.9861218195836546
ISIC_0000206,0.974334716796875,0.9182383822671591,0.8488361642850724,0.8505177847816299,0.9976761381641491
ISIC_0010570,0.9048919677734375,0.8544949459579336,0.7459547585082535,0.7459547585082535,1.0
ISIC_0013561,0.899566650390625,0.5767746913580246,0.40525887774464625,0.9498094027954257,0.41412742382271467
ISIC_0014832,0.9813995361328125,0.9662765928016156,0.9347535192420917,0.9990846681922196,0.9355547222371029
ISIC_0014904,0.9004974365234375,0.7886703179181385,0.6510781743271443,1.0,0.6510781743271443
ISIC_0014788,0.989166259765625,0.9536069001568217,0.9113275883601848,0.995905554797325,0.9147549203961389
ISIC_0013320,0.990753173828125,0.947695494562403,0.9005905511811023,0.9960087082728593,0.9038524860059269
ISIC_0011323,0.9802093505859375,0.9260758050726703,0.8623288398259208,0.8968867299624641,0.9572287027218098
ISIC_0013797,0.9637908935546875,0.84771866777899,0.7356872354644687,0.7391450313339302,0.9936813600120356
ISIC_0010573,0.887451171875,0.8269194668669044,0.7049127860457673,0.7049127860457673,1.0
ISIC_0010576,0.97186279296875,0.9539391517210372,0.911934667367114,0.9583437892095358,0.9495748172460092
ISIC_0013995,0.989990234375,0.896627797037504,0.8126249642959155,0.9919804741980475,0.8179988499137435
ISIC_0011348,0.6207122802734375,0.6666487856558531,0.4999798841326038,0.5000100585407069,0.9998793145063963
ISIC_0003174,0.943878173828125,0.5892338619611347,0.4176694110196327,0.8531694695989651,0.4500170590242238
ISIC_0015969,0.8337554931640625,0.47536957673231567,0.3117933169098604,0.49707955689828803,0.4554766079173203
ISIC_0000213,0.9691314697265625,0.9579409135325059,0.9192769642073341,0.9242557971595924,0.9941742545203469
ISIC_0014316,0.980712890625,0.8805744520030234,0.7866306549628629,0.7871621621621622,0.9991423670668954
ISIC_0013794,0.9926300048828125,0.9027582041473726,0.8227522935779816,0.8406449193850769,0.9747826086956521
ISIC_0014263,0.9926910400390625,0.8528417818740399,0.7434386716657739,0.7660044150110376,0.9618849618849619
ISIC_0014778,0.99261474609375,0.9548675867213725,0.913633119200571,1.0,0.913633119200571
ISIC_0014930,0.9921417236328125,0.9751579759780039,0.9515202861715146,0.9855694227769111,0.964964200477327
ISIC_0010462,0.9825286865234375,0.9047500207969387,0.8260671426401337,0.9996323529411765,0.8263181887251178
ISIC_0000036,0.7552032470703125,0.5785588567525679,0.4070227314729255,0.4294851794071763,0.8861350285668302
ISIC_0014131,0.984222412109375,0.0019305019305019303,0.000966183574879227,0.000966183574879227,1.0
ISIC_0013803,0.998199462890625,0.9172510518934082,0.8471502590673575,0.9969512195121951,0.8493506493506493
ISIC_0000057,0.9844207763671875,0.9584638541963305,0.9202406062026404,0.9203844050316431,0.9998302495331862
ISIC_0013204,0.9921417236328125,0.8972671055256334,0.8136758321273516,1.0,0.8136758321273516
ISIC_0012888,0.99627685546875,0.9615141955835962,0.9258809234507898,0.9769230769230769,0.9465838509316771
ISIC_0014851,0.9781494140625,0.9403730846102598,0.8874567745991826,1.0,0.8874567745991826
ISIC_0010034,0.9701385498046875,0.9573647632949173,0.9182163901542062,0.9301104855437498,0.9862644761648263
ISIC_0010606,0.9841461181640625,0.9553483175039752,0.9145137403324008,0.9160210977418823,0.9982038616973506
ISIC_0014834,0.912628173828125,0.8175852182223639,0.6914538204547904,1.0,0.6914538204547904
ISIC_0010233,0.9687652587890625,0.955120475323935,0.914096269251752,0.9948390043388902,0.918451678191938
ISIC_0014546,0.4302215576171875,0.04069364161849711,0.02076941232003776,0.02076941232003776,1.0
ISIC_0000409,0.9904632568359375,0.9434440322142793,0.8929427886262419,0.8934018851756641,0.9994248466257669
ISIC_0001423,0.9683990478515625,0.7298813095082822,0.5746559868556171,0.5746559868556171,1.0
ISIC_0010849,0.790771484375,0.548561269506815,0.37794311119176155,0.37794311119176155,1.0
ISIC_0013558,0.9914398193359375,0.8790687648200043,0.7842307692307692,0.9586271744240714,0.8117038216560509
ISIC_0009980,0.7912139892578125,0.8648899509247283,0.7619437001983368,0.7619437001983368,1.0
ISIC_0014713,0.9127349853515625,0.7795721719021006,0.6387695805962608,0.6387695805962608,1.0
ISIC_0013663,0.572296142578125,0.4647290226482832,0.30270162694661423,1.0,0.30270162694661423
ISIC_0011109,0.38140869140625,0.0,0.0,0.0,0.0
ISIC_0000214,0.97503662109375,0.9479411951886971,0.9010344201802674,0.9199555308504724,0.9776829668526419
ISIC_0012676,0.998779296875,0.9596774193548386,0.9224806201550387,0.9794238683127572,0.9407114624505929
ISIC_0012263,0.98614501953125,0.8295795795795795,0.7087876844130853,0.8612626656274357,0.8001448225923244
ISIC_0010854,0.9597320556640625,0.8010254090326472,0.6680920638913345,0.6680920638913345,1.0
ISIC_0014925,0.9924774169921875,0.9650180940892641,0.9324009324009324,0.9730967372638809,0.9570724841660803
ISIC_0000253,0.9920654296875,0.9603053435114504,0.9236417033773862,0.9782270606531882,0.9430284857571214
ISIC_0012789,0.9743804931640625,0.0023767082590612,0.001189767995240928,0.002607561929595828,0.002183406113537118
ISIC_0016050,0.9986419677734375,0.9576392194193241,0.9187214611872146,0.9454887218045113,0.970106075216972
ISIC_0014661,0.988311767578125,0.9658736523211262,0.9339996553506806,1.0,0.9339996553506806
ISIC_0015966,0.9295196533203125,0.04664602683178534,0.023879966187658495,0.023879966187658495,1.0
ISIC_0015002,0.950653076171875,0.9513611069333735,0.9072342378521026,0.9955617111020177,0.9109184643299444
ISIC_0012792,0.98309326171875,0.9113174323675364,0.8370827819438318,0.957128446536651,0.8696914146043385
